bench_id,dataset,scenario,operation,resource_type,resource_id,concurrency,depth,attempt,started_at,ended_at,api_latency_ms,visible_latency_ms,ready_latency_ms,connect_latency_ms,cleanup_latency_ms,http_status,success,error_code,error_message
bench_20260529T065746Z,,database,create,database,,1,0,1,2026-05-29T06:57:47.234117+00:00,2026-05-29T06:57:49.561060+00:00,2326.8525050079916,,,,,202,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:57:49.561094+00:00,2026-05-29T06:57:49.694986+00:00,133.8475730153732,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:57:51.703474+00:00,2026-05-29T06:57:51.884081+00:00,180.52286899182945,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:57:53.890120+00:00,2026-05-29T06:57:54.024247+00:00,134.0661990107037,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:57:56.030199+00:00,2026-05-29T06:57:56.165193+00:00,134.92756700725295,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:57:58.176511+00:00,2026-05-29T06:57:58.346417+00:00,169.83782799798064,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:00.348800+00:00,2026-05-29T06:58:00.489785+00:00,140.90446298359893,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:02.490968+00:00,2026-05-29T06:58:02.629761+00:00,138.72275900212117,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:04.638307+00:00,2026-05-29T06:58:04.823820+00:00,185.45186199480668,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:06.828909+00:00,2026-05-29T06:58:06.965685+00:00,136.72464099363424,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:08.975625+00:00,2026-05-29T06:58:09.128111+00:00,152.42901700548828,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:11.136495+00:00,2026-05-29T06:58:11.314469+00:00,177.8679800045211,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:13.324268+00:00,2026-05-29T06:58:13.460077+00:00,135.71443399996497,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:15.466511+00:00,2026-05-29T06:58:15.611847+00:00,145.2731280005537,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:17.615898+00:00,2026-05-29T06:58:17.800790+00:00,184.83107499196194,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:19.806787+00:00,2026-05-29T06:58:19.964989+00:00,158.1152330036275,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:21.966575+00:00,2026-05-29T06:58:22.111743+00:00,145.10121502098627,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:24.113053+00:00,2026-05-29T06:58:24.281964+00:00,168.8398190017324,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:26.292027+00:00,2026-05-29T06:58:26.434652+00:00,142.5582280207891,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:28.440888+00:00,2026-05-29T06:58:28.577447+00:00,136.49097699089907,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:30.578969+00:00,2026-05-29T06:58:30.736921+00:00,157.89208599017002,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:32.740796+00:00,2026-05-29T06:58:32.878942+00:00,138.0707939970307,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:34.881121+00:00,2026-05-29T06:58:35.016159+00:00,134.93496101000346,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:37.023862+00:00,2026-05-29T06:58:37.196997+00:00,173.0725179950241,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:39.205691+00:00,2026-05-29T06:58:39.345836+00:00,140.07218700135127,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:41.351969+00:00,2026-05-29T06:58:41.486221+00:00,134.17949702125043,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:43.496218+00:00,2026-05-29T06:58:43.667043+00:00,170.76791101135314,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:45.674351+00:00,2026-05-29T06:58:45.809039+00:00,134.61071098572575,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:47.816057+00:00,2026-05-29T06:58:47.952448+00:00,136.3227459951304,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:49.957106+00:00,2026-05-29T06:58:50.127739+00:00,170.569317007903,,,,,200,True,,
bench_20260529T065746Z,,database,get,database,db_85504369,1,0,1,2026-05-29T06:58:52.137334+00:00,2026-05-29T06:58:52.273371+00:00,135.9778979967814,,,,,200,True,,
bench_20260529T065746Z,,branch,list,,,1,0,1,2026-05-29T06:58:52.273465+00:00,2026-05-29T06:58:52.408614+00:00,135.10000499081798,,,,,200,True,,
bench_20260529T065746Z,S,branch_create_without_compute,create,branch,br_9ccd2f9d,1,0,1,2026-05-29T06:58:57.279813+00:00,2026-05-29T06:58:57.508335+00:00,228.43747699516825,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_without_compute,create,branch,br_5a1f2000,1,0,1,2026-05-29T06:58:57.508391+00:00,2026-05-29T06:58:58.217096+00:00,708.6569489911199,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_without_compute,create,branch,br_2a36ef5a,1,0,1,2026-05-29T06:58:58.217152+00:00,2026-05-29T06:58:58.429990+00:00,212.80394299537875,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_without_compute,create,branch,br_d035b5c8,1,0,1,2026-05-29T06:58:58.430042+00:00,2026-05-29T06:58:58.787301+00:00,357.214807998389,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_without_compute,create,branch,br_88b49fd1,1,0,1,2026-05-29T06:58:58.787359+00:00,2026-05-29T06:58:59.196764+00:00,409.3619149934966,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_without_compute,create,branch,br_61680b88,1,0,1,2026-05-29T06:58:59.196825+00:00,2026-05-29T06:58:59.504022+00:00,307.1407609968446,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_without_compute,create,branch,br_eb022c37,1,0,1,2026-05-29T06:58:59.504079+00:00,2026-05-29T06:58:59.811667+00:00,307.5482159911189,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_without_compute,create,branch,br_889607ff,1,0,1,2026-05-29T06:58:59.811746+00:00,2026-05-29T06:59:00.119325+00:00,307.5248149980325,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_without_compute,create,branch,br_60c80dae,1,0,1,2026-05-29T06:59:00.119396+00:00,2026-05-29T06:59:00.899418+00:00,779.969429015182,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_without_compute,create,branch,br_36c5d885,1,0,1,2026-05-29T06:59:00.899467+00:00,2026-05-29T06:59:01.133434+00:00,233.92081499332562,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_with_compute,create,branch,br_b6c8ef18,1,0,1,2026-05-29T06:59:01.133511+00:00,2026-05-29T06:59:01.354801+00:00,221.25127402250655,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_with_compute,create,branch,br_b2d35db1,1,0,1,2026-05-29T06:59:15.647981+00:00,2026-05-29T06:59:16.123586+00:00,475.542033003876,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_with_compute,create,branch,br_fd9b3eef,1,0,1,2026-05-29T06:59:16.123636+00:00,2026-05-29T06:59:16.353164+00:00,229.4842499832157,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_concurrent,create,branch,br_afa1f60b,5,0,1,2026-05-29T06:59:16.353449+00:00,2026-05-29T06:59:16.583535+00:00,230.0383999827318,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_concurrent,create,branch,br_38816550,5,0,1,2026-05-29T06:59:16.354074+00:00,2026-05-29T06:59:16.914722+00:00,560.5924570118077,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_concurrent,create,branch,br_348a576e,5,0,1,2026-05-29T06:59:16.583624+00:00,2026-05-29T06:59:16.960573+00:00,376.89164001494646,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_concurrent,create,branch,br_6eb00df5,5,0,1,2026-05-29T06:59:16.357553+00:00,2026-05-29T06:59:17.000236+00:00,642.6178090041503,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_concurrent,create,branch,br_3a007dae,5,0,1,2026-05-29T06:59:16.355742+00:00,2026-05-29T06:59:17.273295+00:00,917.48219600413,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_concurrent,create,branch,br_d25f3afc,5,0,1,2026-05-29T06:59:16.354781+00:00,2026-05-29T06:59:17.314748+00:00,959.8959029826801,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_concurrent,create,branch,br_81922831,5,0,1,2026-05-29T06:59:17.000325+00:00,2026-05-29T06:59:17.318994+00:00,318.62476500100456,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_concurrent,create,branch,br_0edc7148,5,0,1,2026-05-29T06:59:16.960711+00:00,2026-05-29T06:59:17.351048+00:00,390.27934800833464,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_concurrent,create,branch,br_574928e9,5,0,1,2026-05-29T06:59:16.914809+00:00,2026-05-29T06:59:17.527932+00:00,613.07947098976,,,,,201,True,,
bench_20260529T065746Z,S,branch_create_concurrent,create,branch,br_af8a903f,5,0,1,2026-05-29T06:59:17.273394+00:00,2026-05-29T06:59:17.529385+00:00,255.9521240182221,,,,,201,True,,
bench_20260529T065746Z,S,branch_depth,create,branch,br_b1e42ea2,1,1,1,2026-05-29T06:59:17.529831+00:00,2026-05-29T06:59:17.880261+00:00,350.38755199639127,,,,,201,True,,
bench_20260529T065746Z,S,version_create,create,version,ver_28c0ccd3,1,0,1,2026-05-29T06:59:17.880321+00:00,2026-05-29T06:59:18.346631+00:00,466.26940998248756,,,,,201,True,,
bench_20260529T065746Z,S,version_create,create,version,ver_ef4ea46a,1,0,1,2026-05-29T06:59:18.346699+00:00,2026-05-29T06:59:18.566318+00:00,219.5824439986609,,,,,201,True,,
bench_20260529T065746Z,S,version_create,create,version,ver_998a3ca8,1,0,1,2026-05-29T06:59:18.566378+00:00,2026-05-29T06:59:18.858747+00:00,292.32199798570946,,,,,201,True,,
bench_20260529T065746Z,S,version_create,create,version,ver_752e15b5,1,0,1,2026-05-29T06:59:18.858814+00:00,2026-05-29T06:59:19.315901+00:00,457.0437679940369,,,,,201,True,,
bench_20260529T065746Z,S,version_create,create,version,ver_6d1ebd0e,1,0,1,2026-05-29T06:59:19.315966+00:00,2026-05-29T06:59:19.643522+00:00,327.52171298488975,,,,,201,True,,
bench_20260529T065746Z,S,version_create,create,version,ver_8075ec67,1,0,1,2026-05-29T06:59:19.643577+00:00,2026-05-29T06:59:19.847145+00:00,203.52805897709914,,,,,201,True,,
bench_20260529T065746Z,S,version_create,create,version,ver_f260a224,1,0,1,2026-05-29T06:59:19.847212+00:00,2026-05-29T06:59:20.292368+00:00,445.1160859898664,,,,,201,True,,
bench_20260529T065746Z,S,version_create,create,version,ver_941ed983,1,0,1,2026-05-29T06:59:20.292430+00:00,2026-05-29T06:59:20.599431+00:00,306.96201900718734,,,,,201,True,,
bench_20260529T065746Z,S,version_create,create,version,ver_2240bd3e,1,0,1,2026-05-29T06:59:20.599487+00:00,2026-05-29T06:59:20.838635+00:00,239.11158699775115,,,,,201,True,,
bench_20260529T065746Z,S,version_create,create,version,ver_07d5b641,1,0,1,2026-05-29T06:59:20.838696+00:00,2026-05-29T06:59:21.318243+00:00,479.50558201409876,,,,,201,True,,
bench_20260529T065746Z,S,version_read,list,version,,1,0,1,2026-05-29T06:59:21.318285+00:00,2026-05-29T06:59:21.460682+00:00,142.34338101232424,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_ef4ea46a,5,0,1,2026-05-29T06:59:21.461350+00:00,2026-05-29T06:59:21.600526+00:00,139.11282300250605,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_998a3ca8,5,0,1,2026-05-29T06:59:21.462049+00:00,2026-05-29T06:59:21.601651+00:00,139.56505901296623,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_28c0ccd3,5,0,1,2026-05-29T06:59:21.460934+00:00,2026-05-29T06:59:21.604368+00:00,143.39779398869723,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_6d1ebd0e,5,0,1,2026-05-29T06:59:21.462685+00:00,2026-05-29T06:59:21.613390+00:00,150.66682500764728,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_752e15b5,5,0,1,2026-05-29T06:59:21.462376+00:00,2026-05-29T06:59:21.614460+00:00,152.04947197344154,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_8075ec67,5,0,1,2026-05-29T06:59:21.600587+00:00,2026-05-29T06:59:21.736606+00:00,135.98005700623617,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_f260a224,5,0,1,2026-05-29T06:59:21.601694+00:00,2026-05-29T06:59:21.737891+00:00,136.16828501108103,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_941ed983,5,0,1,2026-05-29T06:59:21.604424+00:00,2026-05-29T06:59:21.744845+00:00,140.38427697960287,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_2240bd3e,5,0,1,2026-05-29T06:59:21.613449+00:00,2026-05-29T06:59:21.755874+00:00,142.3785160004627,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_07d5b641,5,0,1,2026-05-29T06:59:21.614505+00:00,2026-05-29T06:59:21.756860+00:00,142.32237901887856,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_28c0ccd3,5,0,1,2026-05-29T06:59:21.736688+00:00,2026-05-29T06:59:21.872018+00:00,135.28609700733796,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_ef4ea46a,5,0,1,2026-05-29T06:59:21.737935+00:00,2026-05-29T06:59:21.873264+00:00,135.29603500501253,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_998a3ca8,5,0,1,2026-05-29T06:59:21.744904+00:00,2026-05-29T06:59:21.885052+00:00,140.11501299683005,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_752e15b5,5,0,1,2026-05-29T06:59:21.755973+00:00,2026-05-29T06:59:21.898500+00:00,142.48984499135986,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_6d1ebd0e,5,0,1,2026-05-29T06:59:21.756916+00:00,2026-05-29T06:59:21.898850+00:00,141.9074349978473,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_8075ec67,5,0,1,2026-05-29T06:59:21.872079+00:00,2026-05-29T06:59:22.007558+00:00,135.44345597620122,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_f260a224,5,0,1,2026-05-29T06:59:21.873314+00:00,2026-05-29T06:59:22.012692+00:00,139.34491499094293,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_941ed983,5,0,1,2026-05-29T06:59:21.885139+00:00,2026-05-29T06:59:22.025991+00:00,140.81457600696012,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_2240bd3e,5,0,1,2026-05-29T06:59:21.898553+00:00,2026-05-29T06:59:22.040656+00:00,142.07284999429248,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_07d5b641,5,0,1,2026-05-29T06:59:21.898889+00:00,2026-05-29T06:59:22.041468+00:00,142.55192800192162,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_28c0ccd3,5,0,1,2026-05-29T06:59:22.007623+00:00,2026-05-29T06:59:22.144331+00:00,136.67404899024405,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_ef4ea46a,5,0,1,2026-05-29T06:59:22.012750+00:00,2026-05-29T06:59:22.148581+00:00,135.79455399303697,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_998a3ca8,5,0,1,2026-05-29T06:59:22.026049+00:00,2026-05-29T06:59:22.167304+00:00,141.22316500288434,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_752e15b5,5,0,1,2026-05-29T06:59:22.040714+00:00,2026-05-29T06:59:22.183168+00:00,142.41451601264998,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_6d1ebd0e,5,0,1,2026-05-29T06:59:22.041511+00:00,2026-05-29T06:59:22.183964+00:00,142.42299500619993,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_8075ec67,5,0,1,2026-05-29T06:59:22.144390+00:00,2026-05-29T06:59:22.280054+00:00,135.62975398963317,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_f260a224,5,0,1,2026-05-29T06:59:22.148657+00:00,2026-05-29T06:59:22.284231+00:00,135.5412190023344,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_941ed983,5,0,1,2026-05-29T06:59:22.167362+00:00,2026-05-29T06:59:22.307290+00:00,139.8972169845365,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_2240bd3e,5,0,1,2026-05-29T06:59:22.183236+00:00,2026-05-29T06:59:22.324393+00:00,141.12190800369717,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_07d5b641,5,0,1,2026-05-29T06:59:22.184013+00:00,2026-05-29T06:59:22.325868+00:00,141.8143110058736,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_28c0ccd3,5,0,1,2026-05-29T06:59:22.280116+00:00,2026-05-29T06:59:22.416651+00:00,136.5018670039717,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_ef4ea46a,5,0,1,2026-05-29T06:59:22.284283+00:00,2026-05-29T06:59:22.424061+00:00,139.74230500753038,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_998a3ca8,5,0,1,2026-05-29T06:59:22.307347+00:00,2026-05-29T06:59:22.450537+00:00,143.15351398545317,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_752e15b5,5,0,1,2026-05-29T06:59:22.324457+00:00,2026-05-29T06:59:22.464629+00:00,140.14025800861418,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_6d1ebd0e,5,0,1,2026-05-29T06:59:22.325937+00:00,2026-05-29T06:59:22.470913+00:00,144.9425340106245,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_8075ec67,5,0,1,2026-05-29T06:59:22.416712+00:00,2026-05-29T06:59:22.557425+00:00,140.6817210081499,,,,,200,True,,
bench_20260529T065746Z,S,version_read,get,version,ver_f260a224,5,0,1,2026-05-29T06:59:22.424120+00:00,2026-05-29T06:59:22.560571+00:00,136.4194649795536,,,,,200,True,,
