bench_id,dataset,scenario,operation,resource_type,resource_id,concurrency,depth,attempt,started_at,ended_at,api_latency_ms,visible_latency_ms,ready_latency_ms,connect_latency_ms,cleanup_latency_ms,http_status,success,error_code,error_message
bench_20260529T063201Z,,database,create,database,,1,0,1,2026-05-29T06:32:02.110861+00:00,2026-05-29T06:32:04.431601+00:00,2320.6450619909447,,,,,202,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:04.431636+00:00,2026-05-29T06:32:04.568497+00:00,136.79395799408667,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:06.569100+00:00,2026-05-29T06:32:06.799473+00:00,230.27302598347887,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:08.803170+00:00,2026-05-29T06:32:08.948618+00:00,145.38725098827854,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:10.950257+00:00,2026-05-29T06:32:11.090663+00:00,140.33141898107715,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:13.092179+00:00,2026-05-29T06:32:13.271513+00:00,179.26580100902356,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:15.273402+00:00,2026-05-29T06:32:15.418724+00:00,145.2521920145955,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:17.423096+00:00,2026-05-29T06:32:17.559654+00:00,136.49542100029066,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:19.564294+00:00,2026-05-29T06:32:19.748887+00:00,184.5266880118288,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:21.752532+00:00,2026-05-29T06:32:21.891951+00:00,139.35269101057202,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:23.894670+00:00,2026-05-29T06:32:24.040567+00:00,145.83851699717343,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:26.045507+00:00,2026-05-29T06:32:26.230015+00:00,184.43220399785787,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:28.231271+00:00,2026-05-29T06:32:28.367967+00:00,136.6335490019992,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:30.373048+00:00,2026-05-29T06:32:30.511587+00:00,138.42008798383176,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:32.516571+00:00,2026-05-29T06:32:32.702967+00:00,186.32232799427584,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:34.707180+00:00,2026-05-29T06:32:34.848441+00:00,141.18174102623016,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:36.852756+00:00,2026-05-29T06:32:36.990686+00:00,137.8601230098866,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:38.995394+00:00,2026-05-29T06:32:39.230996+00:00,235.5137319827918,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:41.233098+00:00,2026-05-29T06:32:41.374599+00:00,141.42889800132252,,,,,200,True,,
bench_20260529T063201Z,,database,get,database,db_0c97b0a4,1,0,1,2026-05-29T06:32:43.376616+00:00,2026-05-29T06:32:43.515085+00:00,138.31592199858278,,,,,200,True,,
